household_id;car_availability;bike_availability;number_of_vehicles;number_of_bikes;income;census_household_id
1306929;some;all;2;3;3220.0947998876977;1306929
7315;all;none;3;0;2075.7603749044665;7315
138205;all;none;3;0;7471.303264103639;138205
274911;some;none;2;0;10909.525721624423;274911
953933;all;all;1;1;2127.0904788991597;953933
840046;some;none;1;0;2400.6390678468097;840046
929162;some;none;3;0;2193.285115740625;929162
7483;some;none;2;0;3757.267158871207;7483
51349;all;none;3;0;3287.2425067048125;51349
53931;all;none;1;0;3032.2639423788673;53931
54379;all;none;2;0;3001.7063648483363;54379
80739;all;none;3;0;1984.8746662302908;80739
120510;some;none;1;0;3655.103424386318;120510
122383;all;none;1;0;7371.132906768935;122383
254008;all;none;1;0;3223.6482870245814;254008
306346;all;none;2;0;3065.561976626808;306346
340771;all;none;1;0;3115.525326434982;340771
369024;some;none;2;0;3464.773551644111;369024
369163;all;none;1;0;3952.9908029472995;369163
1034087;some;some;2;2;3030.875808071055;1034087
7523;all;none;2;0;1434.412884211894;7523
101706;all;none;2;0;1376.4293204214455;101706
378160;all;none;1;0;1490.1148013868558;378160
8228;all;all;1;5;3764.3803868376594;8228
766896;some;all;1;5;3814.854201465884;766896
904396;some;all;1;5;3062.715867884631;904396
919019;some;all;1;5;3687.710500199324;919019
928583;all;all;2;5;3083.941090134452;928583
942450;some;all;2;5;3816.6623880206225;942450
942543;some;all;2;5;3474.169935754423;942543
1002177;some;all;2;5;10823.610870030756;1002177
1050475;some;all;1;5;3853.7307861788086;1050475
1083761;some;all;1;5;3925.868208253341;1083761
1094870;some;all;1;5;3661.6421597223843;1094870
1120296;some;all;2;5;3695.2890283762936;1120296
1192018;some;all;1;5;3167.50358888884;1192018
1209894;some;all;1;5;3387.901620779965;1209894
1282236;all;all;3;5;3908.7929436467903;1282236
1305963;all;all;1;5;3036.1860670116193;1305963
26363;all;all;3;4;3216.4422935343923;26363
58889;all;all;2;4;3768.085709471432;58889
68134;all;some;3;4;3225.267361745844;68134
108704;all;all;2;4;7615.203072021439;108704
222084;all;some;2;4;3501.3288011816267;222084
329159;all;all;2;4;3117.9605802349497;329159
362869;all;all;1;4;3000.3953351620303;362869
248891;all;all;2;4;3309.578210447775;248891
8250;all;none;2;0;5459.4833827461325;8250
95860;all;none;2;0;5612.815950993056;95860
141737;all;none;2;0;5157.845746290791;141737
145927;all;none;1;0;4527.811448087224;145927
228357;some;none;1;0;4337.510370725101;228357
268553;all;none;1;0;4854.302673096637;268553
276622;all;none;2;0;4936.279925198504;276622
326212;all;none;2;0;4900.606855174999;326212
373770;some;none;1;0;4457.2868145234315;373770
27591;some;none;2;0;4676.192976738201;27591
39713;all;none;1;0;4182.656153674247;39713
73756;some;none;2;0;5132.445333882157;73756
76023;some;none;1;0;5057.314179720518;76023
97739;all;none;3;0;4188.097971797236;97739
118062;all;none;3;0;4117.279518297846;118062
146932;some;none;1;0;8025.103569233236;146932
233741;some;none;1;0;6847.772902899574;233741
250459;all;none;2;0;4013.9674437151275;250459
261626;all;none;2;0;5566.492791400028;261626
270478;some;none;1;0;4410.083864973432;270478
276656;some;none;2;0;4956.654446892754;276656
291234;all;none;1;0;4563.679719296405;291234
301050;some;none;2;0;4185.630627597512;301050
301956;some;none;2;0;4049.9954784448237;301956
303365;some;none;2;0;5263.9495862133945;303365
303400;some;none;1;0;5211.748057439664;303400
336070;all;none;3;0;5542.5750288097925;336070
341647;all;none;2;0;4820.079871080902;341647
364223;all;none;3;0;4872.745577267779;364223
368126;all;none;2;0;6542.799270062476;368126
381895;some;none;1;0;5273.816706769324;381895
775596;some;some;1;1;5998.947183357068;775596
843550;all;some;2;1;4431.380407807153;843550
915663;some;some;2;1;4659.4903910388575;915663
947137;some;some;1;1;4520.214060910174;947137
987556;some;some;1;1;5927.496330399562;987556
991178;some;some;1;1;4424.215269512858;991178
1020814;some;some;2;1;4975.769621370621;1020814
1094267;some;some;2;1;5301.784256760265;1094267
1254448;all;some;3;1;5900.445167681161;1254448
1283226;all;some;3;1;4902.401638592637;1283226
29281;all;all;2;4;5572.320651155152;29281
54910;some;some;1;4;5079.605041562875;54910
100587;some;some;3;4;5393.450341863944;100587
110678;some;all;1;4;4665.853838613774;110678
165182;all;all;2;4;4226.969899372681;165182
206985;some;all;1;4;5671.764220818435;206985
43695;some;some;2;2;12288.360160699518;43695
965920;some;some;2;2;6569.755543779298;965920
977234;some;some;1;2;7183.809751740301;977234
985345;some;some;1;2;9016.061028467373;985345
1105837;some;some;1;2;7121.512088933385;1105837
8416;some;none;2;0;8443.640741602394;8416
44074;all;none;3;0;6365.373765766712;44074
73586;some;none;1;0;6524.601798813993;73586
81890;some;none;1;0;6734.660391628324;81890
82188;some;none;2;0;8266.390822440448;82188
102766;some;none;1;0;7853.307436858338;102766
114300;all;none;2;0;7537.171364261507;114300
194111;some;none;2;0;6920.243500579491;194111
195569;some;none;1;0;6332.763083324779;195569
242590;some;none;2;0;6389.295808278381;242590
243700;some;none;2;0;6880.195555396138;243700
300816;all;none;2;0;6047.671681600609;300816
301888;some;none;2;0;7951.263111443974;301888
302909;some;none;1;0;7354.952981485053;302909
359262;some;none;1;0;8224.514676874056;359262
368696;some;none;3;0;9026.099972418762;368696
381801;some;none;2;0;7171.577184211483;381801
728673;some;none;1;0;6062.765920463336;728673
731727;some;none;2;0;7054.8654123392735;731727
731998;some;none;2;0;6094.556325846657;731998
765181;some;none;1;0;6613.117369044729;765181
765376;some;none;3;0;7702.626724479891;765376
766308;some;none;1;0;6532.368889527853;766308
788031;some;none;2;0;6898.936990541315;788031
818450;some;none;1;0;7684.365827053003;818450
841328;some;none;2;0;6602.001330275263;841328
855840;some;none;1;0;6125.396727660247;855840
916723;some;none;1;0;7936.759373207702;916723
932726;some;none;2;0;6230.692368299238;932726
933881;some;none;2;0;6333.975997019657;933881
934070;some;none;1;0;9637.816749863003;934070
942153;some;none;1;0;6148.850129804641;942153
942407;some;none;2;0;7211.518916464951;942407
942808;some;none;1;0;7361.296093335379;942808
948446;some;none;2;0;15568.972468537146;948446
949965;some;none;1;0;7036.146626084348;949965
950041;all;none;3;0;6023.229838587049;950041
967901;some;none;1;0;6549.983988736749;967901
968730;some;none;1;0;7678.401025927067;968730
970611;some;none;1;0;7165.08165228609;970611
970660;some;none;2;0;6627.502419503909;970660
991394;some;none;1;0;6069.818640448764;991394
991464;some;none;2;0;6092.007771788146;991464
995581;all;none;2;0;6028.770837036405;995581
997787;some;none;2;0;8392.73296509893;997787
1001684;some;none;2;0;9061.930572098012;1001684
1004371;all;none;2;0;65.37996988780893;1004371
1004484;some;none;2;0;6959.368319861149;1004484
1004653;some;none;2;0;6448.68793419509;1004653
1005280;some;none;2;0;6016.143347265155;1005280
1006190;some;none;2;0;7154.834756912673;1006190
1021537;some;none;2;0;7687.704748674789;1021537
1021887;some;none;2;0;7502.7040130261485;1021887
1048344;some;none;1;0;9031.59441329482;1048344
1053632;all;none;2;0;6817.430163309214;1053632
1054803;some;none;1;0;9017.219756417513;1054803
1075035;all;none;2;0;6092.464706334203;1075035
1081779;some;none;3;0;6789.939793769549;1081779
1094444;some;none;1;0;6442.278273038927;1094444
1095582;some;none;1;0;6359.812897601678;1095582
1095729;some;none;1;0;7422.748777155625;1095729
1103078;some;none;2;0;6056.745935869866;1103078
1105681;some;none;3;0;6737.8717646898;1105681
1117199;some;none;1;0;7053.688591988158;1117199
1120054;some;none;2;0;6244.738481424285;1120054
1120732;some;none;1;0;6943.617803889959;1120732
1121525;some;none;2;0;6522.446646651807;1121525
1145273;some;none;1;0;6550.4737322365745;1145273
1145929;all;none;3;0;6689.316880626516;1145929
1145990;some;none;2;0;7750.189954321149;1145990
1146280;some;none;2;0;6099.8533091033105;1146280
1187854;some;none;3;0;6989.345890440038;1187854
1191802;some;none;1;0;6151.554130834171;1191802
1193878;some;none;1;0;6315.076572473336;1193878
1199896;some;none;3;0;9877.723311532267;1199896
1210034;some;none;1;0;7788.035003916995;1210034
1211154;some;none;2;0;6057.970360001479;1211154
1237143;some;none;2;0;7419.687049126548;1237143
1241820;some;none;2;0;6946.220895199101;1241820
1257768;some;none;1;0;6004.58717549661;1257768
1264342;some;none;3;0;7716.722020318829;1264342
1267663;some;none;2;0;8753.200292825764;1267663
1282259;all;none;3;0;6629.517384403558;1282259
1286539;some;none;1;0;6113.831654922183;1286539
1289586;some;none;1;0;6779.558636114836;1289586
1290233;some;none;2;0;7311.531413125576;1290233
1298481;some;none;2;0;7133.797005830953;1298481
1305935;some;none;2;0;7212.526018707538;1305935
1307438;all;none;2;0;6345.701742261072;1307438
1307803;all;none;2;0;7907.607886126431;1307803
1310066;all;none;1;0;6009.898587084501;1310066
1310672;all;none;2;0;6186.556294436632;1310672
915943;some;none;2;0;12593.784419939073;915943
1021184;all;none;2;0;2688.455141553448;1021184
1094255;some;none;2;0;12620.631720054387;1094255
1096491;some;none;1;0;2797.1576389016636;1096491
1120940;some;none;1;0;2978.2947256189086;1120940
1187549;all;none;1;0;2956.812819380225;1187549
777262;some;some;1;4;9560.12740860296;777262
1085322;some;some;1;4;7956.858393040042;1085322
1119834;some;all;2;4;6677.409039365135;1119834
1120095;some;all;1;4;9953.717088976082;1120095
1192864;all;all;2;4;7120.241852523843;1192864
1315341;all;all;3;4;6517.313050066947;1315341
43828;some;some;1;2;9009.46619402174;43828
83469;some;some;1;2;8787.066010521661;83469
715720;some;some;1;2;7295.672110280532;715720
723286;all;some;3;2;8832.088199991336;723286
892455;some;some;1;2;8040.84145974572;892455
933918;some;some;2;2;20142.208490267796;933918
1006227;some;some;1;2;6967.279816026921;1006227
1082691;all;some;3;2;7794.80604317764;1082691
1095378;all;all;2;2;6277.645365838363;1095378
1119931;some;all;1;2;960.0262028657531;1119931
1243040;some;some;1;2;8067.385325276028;1243040
1270412;some;some;1;2;6636.419224135348;1270412
723871;none;none;0;0;1931.2441618962253;723871
916802;none;none;0;0;2580.199605819884;916802
949019;none;none;0;0;372.7825987431891;949019
965909;none;none;0;0;5991.846142806584;965909
1103773;none;none;0;0;5829.609252408041;1103773
1104830;none;none;0;0;3243.0263454714977;1104830
1122902;none;none;0;0;4802.608449525087;1122902
1203040;none;none;0;0;1981.0275895002846;1203040
1210435;none;none;0;0;2321.414116602889;1210435
1238253;none;none;0;0;3205.9119544563628;1238253
10590;none;some;0;1;4756.775905115767;10590
120215;none;some;0;1;3560.722104363983;120215
142442;none;some;0;1;3832.796506016241;142442
196692;none;some;0;1;4776.932222687197;196692
254920;none;all;0;1;1520.228411961219;254920
311041;none;some;0;1;3076.7481680221526;311041
368617;none;all;0;1;4580.994234840359;368617
381764;none;none;0;0;4512.612413880507;381764
762008;none;none;0;0;2751.0605698207746;762008
790138;none;none;0;0;2320.5814494966494;790138
861834;none;none;0;0;12039.623184400716;861834
904671;none;none;0;0;13528.473451486168;904671
942841;none;none;0;0;3413.8175368353623;942841
1023073;none;none;0;0;3063.920345903963;1023073
1064853;none;none;0;0;74.30617148131114;1064853
1085437;none;none;0;0;2124.879549814363;1085437
1094145;none;none;0;0;3814.2866979983073;1094145
1213520;none;none;0;0;2618.0498187897656;1213520
1238517;none;none;0;0;1307.888482810858;1238517
1252966;none;none;0;0;1048.1796814247323;1252966
1303970;none;none;0;0;2530.4330481827033;1303970
1311196;none;none;0;0;2838.517969848487;1311196
83106;all;all;3;4;548.6388011105051;83106
245381;some;all;1;4;248.24670552572346;245381
763799;some;all;1;4;5489.374710362477;763799
903556;all;all;2;4;5616.54224876573;903556
916414;some;all;1;4;5149.986139139157;916414
916629;some;all;1;4;4471.028228763257;916629
926658;some;all;1;4;4876.3853194600315;926658
934030;some;all;1;4;4904.143428126988;934030
942121;all;all;2;4;5594.838641682822;942121
1103620;all;all;1;4;4088.133650754004;1103620
1121330;some;all;1;4;4420.439953074172;1121330
1131784;some;some;1;4;4484.793731071467;1131784
1178826;some;all;3;4;5053.6488484134325;1178826
1187970;all;all;3;4;4788.068018456769;1187970
1218095;some;all;2;4;4109.03583728818;1218095
1257198;some;some;1;4;5122.575531385472;1257198
1316075;all;all;2;4;4896.049007003823;1316075
8490;all;all;2;4;59.4790763724357;8490
8619;some;none;1;0;12030.798404112436;8619
782810;all;none;3;0;2907.0750103674227;782810
1410335;all;none;1;0;2986.5386088050145;1410335
280519;some;none;1;0;2704.928571060626;280519
1038347;all;none;2;0;2589.8440571056776;1038347
28652;all;all;3;2;3180.0089315622936;28652
122501;some;some;1;2;6729.139664926905;122501
142513;some;some;1;2;3237.7161783402385;142513
148248;some;some;2;2;8155.837231450956;148248
195425;some;some;2;2;3330.9202545013914;195425
207873;all;all;1;2;3794.1806522177676;207873
217223;some;some;1;2;3262.2212722230133;217223
272652;some;all;1;2;3158.4741028115604;272652
8949;some;some;1;1;3607.793975195259;8949
304025;some;some;2;2;3905.8567756448256;304025
861823;some;some;1;2;11499.95038060593;861823
1200554;some;all;1;2;3125.8036663030452;1200554
916292;some;some;1;3;21394.908162425272;916292
1095792;all;all;2;3;3165.228871476583;1095792
1203765;some;all;2;3;3055.707643516797;1203765
1234513;some;all;1;3;3573.4980908041543;1234513
9284;none;all;0;1;2975.371472966906;9284
10859;none;some;0;1;4296.274798495193;10859
15381;none;all;0;1;2541.870486393091;15381
54599;none;some;0;1;1815.4549700615376;54599
80364;none;some;0;1;3783.267279274602;80364
98963;none;some;0;1;8139.361795703234;98963
142124;none;some;0;1;6468.3781262663615;142124
144523;none;some;0;1;5835.39814101187;144523
352379;none;some;0;1;3667.612619006561;352379
10720;none;none;0;0;3481.445515351125;10720
14052;none;none;0;0;3661.23250864869;14052
19621;none;none;0;0;5738.891785303447;19621
33276;none;none;0;0;2364.2668771201775;33276
43941;none;none;0;0;5930.637865508792;43941
204361;none;none;0;0;10919.727343793618;204361
245335;none;none;0;0;4061.0104057455696;245335
246695;none;none;0;0;3166.125585054394;246695
272637;none;none;0;0;1718.8843448232417;272637
273848;none;none;0;0;3680.2120288288324;273848
311354;none;none;0;0;3826.7464895745893;311354
9823;all;all;3;2;2595.790259084404;9823
176308;all;all;2;2;2916.26395842814;176308
297526;all;some;2;2;8354.52529784467;297526
306362;some;some;1;2;8552.371290877532;306362
311404;all;some;2;2;2520.2698651686037;311404
10152;some;none;1;0;7023.789977623093;10152
21147;all;none;3;0;2359.49998772772;21147
53299;some;none;1;0;2389.627853020858;53299
101521;all;none;2;0;2122.865555030743;101521
143035;all;none;3;0;2393.8352579465545;143035
244320;some;none;1;0;6813.850291784154;244320
17835;all;all;2;3;4319.283909857244;17835
29084;some;all;1;3;4641.7993569136615;29084
36850;some;some;2;3;4783.408616613999;36850
43714;some;some;1;3;5215.148798896093;43714
52581;some;all;1;3;4702.987580649818;52581
165484;some;all;1;3;4016.4757930735486;165484
296237;some;some;1;3;4820.153233664085;296237
316743;all;all;1;3;4344.889302847801;316743
323670;all;all;3;3;4811.935506485439;323670
368540;some;all;1;3;4952.766451280666;368540
378941;all;all;2;3;4041.573575815959;378941
43731;some;none;2;0;963.9411499011358;43731
98930;all;none;2;0;1954.9736724033235;98930
120874;all;none;1;0;2848.329993654881;120874
171021;some;none;1;0;6710.757944687806;171021
204408;some;none;2;0;7403.9564830067375;204408
206788;all;none;1;0;2848.911585888318;206788
216421;all;none;2;0;2899.4603927479648;216421
10200;some;all;1;4;3242.0513232006815;10200
246543;all;all;2;2;3438.6140816696425;246543
273026;all;all;3;2;3151.658961437524;273026
321439;all;all;1;2;3851.056173023014;321439
338061;some;some;1;2;3231.602818876494;338061
354787;some;some;1;2;3699.2142224474565;354787
10318;all;some;3;1;2902.382418333016;10318
197260;all;some;1;1;2965.906126127771;197260
19848;all;all;2;2;2561.1552544945216;19848
10492;some;some;1;1;12599.142235657808;10492
170955;some;some;1;1;9549.81675840706;170955
171656;all;some;1;1;9563.758590190693;171656
189365;all;some;3;1;1397.7596158151212;189365
207649;all;some;2;1;239.1998927638698;207649
251672;all;some;2;1;1279.0416582829737;251672
87796;all;some;3;2;7035.926600405355;87796
88430;some;some;1;2;3022.2628376043594;88430
239294;some;some;1;2;3983.4332928315894;239294
143488;all;all;1;1;1198.9332174683275;143488
239030;all;some;2;1;1102.4393153712413;239030
309175;all;some;1;1;1090.3505449631548;309175
14202;all;all;2;2;4649.934198273577;14202
38902;all;some;2;2;4414.391521175235;38902
60646;all;some;3;2;4830.914851795849;60646
96683;all;some;1;2;4810.202866170134;96683
132966;all;all;1;2;4420.666532726263;132966
149982;all;some;2;2;5587.088784091486;149982
171718;all;some;3;2;4875.557315764281;171718
331169;all;all;2;2;5637.897124147668;331169
370499;all;all;3;2;4095.333682509614;370499
19101;all;all;1;1;4465.524797640829;19101
50886;some;some;1;1;4631.832731313267;50886
100413;all;some;1;1;4417.493922070914;100413
189317;all;some;3;1;4712.8214874665355;189317
312580;all;some;2;1;4238.918097018899;312580
87985;some;some;1;1;7166.915061855239;87985
141293;some;some;1;1;2218.9062816587466;141293
176467;all;all;1;1;2299.388161106771;176467
194027;some;some;2;1;2318.2499903656117;194027
229297;all;all;2;1;2455.500410697234;229297
239454;all;all;2;1;2410.6612881539245;239454
245173;all;some;2;1;464.6188715518575;245173
81291;all;none;1;0;1574.1110059930359;81291
43555;all;some;2;1;3922.939585583492;43555
78898;all;some;3;1;3478.1181765283545;78898
97334;all;some;2;1;6414.2375676104775;97334
102058;some;some;1;1;3358.7993570579883;102058
237579;all;some;2;1;3441.3496015035435;237579
243678;all;some;3;1;3321.758895331348;243678
272374;some;some;1;1;3511.2545942005145;272374
28884;all;all;2;3;5182.392151296923;28884
165685;some;some;1;3;5872.6254536587;165685
239072;all;all;3;3;5402.935371388124;239072
242646;some;some;2;3;5986.194793177;242646
354644;all;all;3;3;5799.130317332225;354644
43033;some;none;1;0;5148.61156883481;43033
43583;all;none;3;0;4705.820455748666;43583
53393;all;none;1;0;4406.063592046117;53393
87893;some;none;1;0;4263.660077126248;87893
143228;all;none;3;0;5727.510647830567;143228
194515;some;none;2;0;4711.138318786626;194515
237091;all;none;1;0;5167.520257737161;237091
242708;all;none;1;0;5616.503282570791;242708
307829;all;none;2;0;4173.558917829548;307829
323781;all;none;3;0;1863.821738419957;323781
228480;all;none;1;0;3876.588452804069;228480
1404372;some;all;1;4;3930.0327917809864;1404372
1408597;all;all;2;4;3646.4173984909644;1408597
1415118;all;all;1;4;3263.4950749471022;1415118
11321;some;some;1;2;3498.9347190549634;11321
68809;all;some;3;2;3668.214026399297;68809
266012;some;some;2;2;3566.804957834941;266012
369640;some;all;1;2;3686.2135906450544;369640
12045;all;all;1;3;3937.6705982893845;12045
22608;all;all;1;3;3064.674698022876;22608
33947;some;some;1;3;6311.520974770545;33947
45419;all;all;1;3;3508.119317611251;45419
58142;all;all;1;3;3093.2489860977157;58142
58364;some;some;3;3;9004.088915404136;58364
65699;all;all;3;3;3323.0994573678654;65699
75552;all;some;2;3;3873.1355891728076;75552
77261;all;all;1;3;3582.676217256101;77261
110362;all;all;1;3;3310.3179980352925;110362
113693;all;all;2;3;3470.2557980879824;113693
145930;all;all;1;3;3417.5529758940925;145930
214271;some;some;1;3;3678.448947984988;214271
220432;some;some;1;3;14741.985868171698;220432
231997;some;some;1;3;22960.252634442375;231997
241082;some;all;1;3;3151.572266297051;241082
255218;all;all;2;3;3185.7153078923084;255218
256755;all;all;1;3;3427.3142495548736;256755
265531;all;all;1;3;6833.267402200742;265531
267697;all;all;2;3;3811.56458674075;267697
268257;some;all;1;3;3764.6754931123296;268257
274996;all;all;3;3;8619.660812712073;274996
276453;all;all;2;3;3049.4858222025177;276453
361260;all;all;1;3;3200.5939099954066;361260
1375788;some;none;3;0;6742.0976450117105;1375788
1379394;some;none;2;0;8226.513200182004;1379394
1403006;all;none;3;0;3929.0430470088154;1403006
11431;none;none;0;0;2445.028582044529;11431
37890;none;none;0;0;5109.147379268498;37890
66653;none;none;0;0;3766.541853984984;66653
122863;none;none;0;0;2095.9353748978606;122863
168081;none;none;0;0;1280.1219173362297;168081
256065;none;none;0;0;5168.507273831909;256065
262580;none;none;0;0;5798.184700574967;262580
269581;none;none;0;0;4705.9501882991435;269581
74227;all;some;2;3;6184.641755034665;74227
303556;some;some;2;3;2321.7428202392243;303556
329743;some;all;1;3;2111.960095781433;329743
45309;all;some;1;3;5673.03459593785;45309
50487;all;all;1;3;4106.321553322322;50487
82158;all;all;2;3;5407.346895865303;82158
95619;all;all;2;3;4351.239262831811;95619
104963;all;all;2;3;5035.883250346068;104963
107393;all;some;3;3;7556.08482380744;107393
276066;all;all;2;3;4915.729306978836;276066
336153;all;all;2;3;4272.6424533999625;336153
73953;some;some;2;2;3679.009128189987;73953
11648;none;none;0;0;6697.967147398644;11648
75133;none;none;0;0;6485.244420893445;75133
84440;none;none;0;0;1036.4576808866314;84440
240611;none;none;0;0;8715.274674265382;240611
248734;none;none;0;0;6251.523768171066;248734
257958;none;none;0;0;8038.104379109801;257958
270014;none;none;0;0;2171.1827373578362;270014
362368;none;none;0;0;4619.119644198225;362368
73205;some;none;1;0;3511.2577678202865;73205
91506;some;none;1;0;3114.191383214098;91506
68507;all;some;3;2;2510.048335093909;68507
224230;all;all;1;2;239.70743212593135;224230
11696;all;all;1;4;5152.601390768218;11696
37734;all;all;2;4;4661.840592590954;37734
41523;all;all;2;4;4354.280300623409;41523
114183;some;some;3;4;4804.201592273595;114183
220846;all;all;2;4;5167.987147584642;220846
234556;some;all;1;4;4860.010283626822;234556
234920;some;some;1;4;4277.543717660478;234920
251128;some;all;1;4;4459.997092910189;251128
267797;some;some;3;4;4015.71300133676;267797
270232;some;all;1;4;5601.126749609626;270232
281832;all;all;2;4;5105.285814895624;281832
335862;all;all;1;4;4860.648224234965;335862
347900;some;all;2;4;5200.537121451906;347900
373127;some;all;1;4;7490.93209003533;373127
12487;none;none;0;0;4281.079924928546;12487
44322;none;none;0;0;3173.469939103291;44322
68583;none;none;0;0;6846.568489983954;68583
76840;none;none;0;0;4600.796647174618;76840
90154;none;none;0;0;2048.12975644022;90154
97719;none;none;0;0;4074.1743416984873;97719
136055;none;none;0;0;5811.062660750081;136055
212849;none;none;0;0;6668.0326317754725;212849
259699;none;none;0;0;6112.765124677868;259699
259886;none;none;0;0;65.32155538250403;259886
342686;none;none;0;0;408.660714618216;342686
380499;none;none;0;0;5303.116070801093;380499
11942;some;some;1;1;13733.570003056528;11942
92133;all;all;2;1;1792.0726185822657;92133
284400;all;all;2;1;1765.242957359992;284400
27561;none;none;0;0;11272.77092004033;27561
45328;none;none;0;0;245.71074358797264;45328
73450;none;none;0;0;133.67563260781657;73450
85415;none;none;0;0;78.2533047931422;85415
90540;none;none;0;0;2856.1045132836007;90540
168399;none;none;0;0;1994.0858477224228;168399
172376;none;none;0;0;307.47856979285746;172376
258145;none;none;0;0;6759.0709081714995;258145
265447;none;none;0;0;7859.779405902373;265447
281989;none;none;0;0;3475.20124100665;281989
341527;none;none;0;0;1892.356227848773;341527
347304;none;none;0;0;6095.447949805769;347304
379750;all;none;2;0;2667.850563257533;379750
41445;none;none;0;0;11502.288946978044;41445
141591;some;none;1;0;2961.3076794510794;141591
218828;all;none;2;0;2816.3309783056475;218828
257251;all;none;1;0;2967.0163848125476;257251
262763;all;none;1;0;2637.479567796462;262763
303170;some;none;1;0;275.2318364046092;303170
31170;none;none;0;0;5074.973482029627;31170
69093;none;none;0;0;3284.253447869418;69093
78606;none;none;0;0;2446.3286185588977;78606
82311;none;none;0;0;2671.2703496576096;82311
90118;none;none;0;0;1510.893400685971;90118
161137;none;none;0;0;2137.2596999501434;161137
173677;none;none;0;0;3958.7505653945213;173677
219416;none;none;0;0;6009.556685748844;219416
265345;none;none;0;0;5174.560002678472;265345
26353;all;all;2;4;4485.634368273625;26353
36501;some;all;1;4;5538.852148965723;36501
116859;all;all;1;4;4101.958198344675;116859
153124;all;all;2;4;5136.687475129469;153124
261323;all;all;3;4;4545.636600659407;261323
261783;all;all;2;4;5167.164626999785;261783
265279;all;all;1;4;5864.962249031763;265279
268487;some;some;1;4;5751.067670655158;268487
270084;all;all;3;4;4824.027657324824;270084
258875;some;some;1;3;5332.659327830939;258875
260213;all;some;2;3;4246.71081494562;260213
347525;all;all;1;3;5688.889113331313;347525
76627;all;some;1;2;3415.2385687950573;76627
81907;some;some;2;2;9000.701130358771;81907
83283;all;all;1;2;3805.769780503406;83283
98357;all;some;2;2;3435.776656896953;98357
110087;all;some;1;2;3485.9655570324467;110087
113740;all;some;2;2;3426.132233740459;113740
136010;all;all;1;2;3327.981790332692;136010
221477;all;some;1;2;3732.146126604034;221477
259816;some;some;1;2;6364.97291846365;259816
272058;all;some;2;2;3339.6651457045637;272058
48625;none;none;0;0;1807.1751871135252;48625
49267;none;none;0;0;6413.34799371957;49267
76477;none;none;0;0;2114.853404159571;76477
90682;none;none;0;0;1664.7080233568122;90682
114153;none;none;0;0;4810.405920610252;114153
159600;none;none;0;0;2656.215956527971;159600
267660;none;none;0;0;2598.339247603584;267660
282071;none;none;0;0;2835.1245515500696;282071
302436;none;none;0;0;2026.6007075986004;302436
353427;none;none;0;0;2796.0801096011496;353427
375074;none;none;0;0;3370.2366932477926;375074
22514;all;none;3;0;5256.071260899107;22514
48799;all;none;3;0;4290.076819966465;48799
60047;all;none;2;0;4380.313619687326;60047
256196;all;none;2;0;4583.605763757714;256196
258488;all;none;3;0;4472.214464392304;258488
30404;all;all;3;3;5409.734341448668;30404
59858;all;some;1;3;4259.153947352013;59858
81733;all;all;1;3;4055.0121342601187;81733
102695;all;all;1;3;5305.510127057482;102695
108045;all;all;1;3;4962.404916786514;108045
212564;some;some;1;3;4495.351751475038;212564
256871;all;some;3;3;4161.967724077841;256871
268245;some;some;1;3;5621.087528632575;268245
329761;all;all;3;3;4964.857540856523;329761
373377;all;all;1;3;5549.553982441291;373377
12818;some;some;2;2;9514.92189714294;12818
16646;all;all;3;2;3898.2335096674315;16646
284118;some;some;1;2;8627.307472522316;284118
82979;none;some;0;1;3874.0065014635934;82979
83288;none;some;0;1;8238.609028437546;83288
173922;none;some;0;1;4050.65915999305;173922
434041;some;all;2;4;6155.299882385745;434041
508987;some;some;1;4;7112.568453553179;508987
509789;some;some;3;4;7365.149885077378;509789
545305;some;all;3;4;8038.784174513654;545305
616556;some;some;1;4;7889.388003489298;616556
637575;some;all;2;4;6908.982485888073;637575
654027;some;all;1;4;8524.479888674123;654027
655783;some;all;2;4;6640.532629177662;655783
656276;some;all;1;4;7562.913761970953;656276
930197;some;all;1;4;7517.774539704;930197
930318;some;some;1;4;9379.304742373393;930318
938203;some;some;1;4;8926.484464824562;938203
943754;some;all;2;4;9733.411902772646;943754
944773;some;some;1;4;8097.363136446696;944773
954517;some;all;1;4;8332.15882062954;954517
955665;some;all;2;4;6858.164664166126;955665
957460;some;all;2;4;6201.934716433447;957460
979503;some;all;3;4;6119.947778072041;979503
1006421;some;all;1;4;6601.065175750606;1006421
1034481;some;all;1;4;9845.50706235609;1034481
1052515;some;all;2;4;7249.544805850282;1052515
1053003;some;all;1;4;9516.120127623642;1053003
1058408;some;some;1;4;7102.078731966424;1058408
1058713;some;all;2;4;8049.080669575122;1058713
1059402;some;all;2;4;6741.274734047618;1059402
1067902;some;all;2;4;6625.668168172095;1067902
1076158;some;all;1;4;7723.14405525445;1076158
1076337;some;all;1;4;6838.851185969015;1076337
1079178;some;all;2;4;6706.277920218739;1079178
1097553;some;some;1;4;6060.478049365852;1097553
1097617;some;all;2;4;8955.48865207092;1097617
1097754;some;all;2;4;7811.715955877747;1097754
1098624;some;some;1;4;9399.033101431552;1098624
1098719;all;all;3;4;6531.75846791131;1098719
1098831;some;all;1;4;6995.632762850511;1098831
1099538;some;some;1;4;6854.424208885902;1099538
1107630;some;some;2;4;6750.735740602016;1107630
