person_id;household_id;age;employed;sex;socioprofessional_class;has_driving_license;has_pt_subscription;census_person_id;hts_id
3296850;1289586;Y55-59;False;male;N;True;False;3296850;48568
3234298;1289586;Y55-59;True;male;N;True;False;3234298;39728
3296297;1290233;Y55-59;False;male;H;True;False;3296297;48568
3359468;1290233;Y55-59;True;male;P;True;False;3359468;48568
3361740;1290233;Y55-59;False;male;I;True;False;3361740;48568
3361699;1290233;Y55-59;False;male;I;True;False;3361699;24647
3235720;1290233;Y55-59;False;male;NAP;True;False;3235720;16850
3300773;1298481;Y55-59;False;male;UNK;True;False;3300773;48568
3307822;1298481;Y55-59;False;male;G;True;False;3307822;37980
3267065;1298481;Y55-59;True;male;D;True;False;3267065;39299
3300308;1305935;Y55-59;False;male;Q;True;False;3300308;48568
3332251;1305935;Y55-59;True;male;C;True;False;3332251;39172
3338438;1305935;Y55-59;True;male;R;True;False;3338438;34090
3307374;1307438;Y55-59;False;male;NAP;True;False;3307374;48568
3308265;1307438;Y55-59;True;male;M;True;False;3308265;23164
3348533;1307803;Y55-59;False;male;Q;True;False;3348533;48568
3309479;1307803;Y55-59;False;male;NAP;True;False;3309479;5893
3323276;1310066;Y55-59;False;male;G;True;False;3323276;48568
3336740;1310672;Y55-59;True;male;C;True;False;3336740;48568
3327736;1310672;Y55-59;True;male;Q;True;False;3327736;4015
2208030;915943;Y45-49;True;male;A;True;False;2208030;19162
2374305;915943;Y45-49;False;male;J;True;False;2374305;20969
2376392;915943;Y45-49;False;male;P;True;False;2376392;46316
2217864;915943;Y45-49;False;male;NAP;True;False;2217864;26945
2425018;1021184;Y45-49;True;male;H;True;False;2425018;19162
2678610;1094255;Y50-54;False;male;F;True;False;2678610;19162
2701716;1094255;Y50-54;False;male;H;True;False;2701716;41827
2702212;1094255;Y50-54;False;male;J;True;False;2702212;34062
2994489;1094255;Y50-54;True;male;O;True;False;2994489;38779
3012930;1096491;Y50-54;True;male;G;True;False;3012930;19162
2681533;1096491;Y50-54;True;male;P;True;True;2681533;5874
2954358;1120940;Y50-54;True;male;O;True;False;2954358;19162
2880451;1120940;Y50-54;True;male;F;True;False;2880451;5596
2738975;1120940;Y50-54;False;male;UNK;True;False;2738975;3995
2959409;1187549;Y50-54;False;male;C;True;False;2959409;19162
2664189;777262;Y50-54;True;male;H;True;False;2664189;19632
2706968;777262;Y50-54;True;male;J;True;True;2706968;5434
2688564;777262;Y50-54;False;male;H;True;False;2688564;37673
1797034;777262;Y40-44;True;female;F;True;False;1797034;45939
1780536;777262;Y40-44;False;female;N;True;False;1780536;46819
1798957;777262;Y40-44;True;female;N;True;False;1798957;33769
2691643;1085322;Y50-54;False;male;U;True;False;2691643;19632
2663323;1085322;Y50-54;True;male;F;True;True;2663323;5434
2704423;1085322;Y50-54;False;male;A;True;False;2704423;22402
2824057;1085322;Y50-54;False;male;NAP;True;True;2824057;48689
2745035;1085322;Y50-54;False;male;N;False;False;2745035;5271
2711346;1085322;Y50-54;False;male;R;True;False;2711346;22197
2953796;1119834;Y50-54;True;male;K;True;False;2953796;19632
2837639;1119834;Y50-54;True;male;C;True;False;2837639;22402
2738173;1119834;Y50-54;True;male;N;True;False;2738173;40148
2736638;1119834;Y50-54;False;male;E;False;False;2736638;25682
2737135;1120095;Y50-54;True;male;G;True;False;2737135;19632
2838877;1120095;Y50-54;True;male;I;True;False;2838877;23164
2834709;1120095;Y50-54;True;male;G;True;False;2834709;48340
2738248;1120095;Y50-54;True;male;N;True;True;2738248;47882
2981698;1192864;Y50-54;False;male;Q;True;False;2981698;19632
3008220;1192864;Y50-54;True;male;I;True;False;3008220;39172
3360283;1315341;Y55-59;False;male;NAP;True;False;3360283;19632
3358173;1315341;Y55-59;False;male;C;True;False;3358173;37980
3360882;1315341;Y55-59;False;male;NAP;True;False;3360882;23164
2211868;43828;Y45-49;False;male;O;True;True;2211868;5434
77714;43828;Y15-19;False;male;NAP;True;False;77714;40076
2302172;43828;Y45-49;False;male;Q;True;False;2302172;4015
87613;43828;Y15-19;True;male;N;True;False;87613;46877
2212305;43828;Y45-49;True;male;Q;True;False;2212305;40148
2259447;43828;Y45-49;True;male;K;False;True;2259447;40108
3044338;83469;Y50-54;False;male;NAP;True;True;3044338;5434
2983777;83469;Y50-54;True;male;H;True;True;2983777;48926
2996516;83469;Y50-54;True;male;F;True;True;2996516;46817
2984798;83469;Y50-54;True;male;O;True;False;2984798;37192
130759;83469;Y20-24;False;female;Q;False;True;130759;17874
3081614;715720;Y55-59;False;male;P;True;True;3081614;5434
1647093;715720;Y35-39;True;female;F;True;False;1647093;4957
1648491;715720;Y35-39;True;female;N;True;False;1648491;24630
3350102;723286;Y55-59;False;male;G;True;True;3350102;5434
1670774;723286;Y35-39;False;female;N;False;True;1670774;6739
1710062;723286;Y35-39;False;female;O;True;False;1710062;24630
1713516;723286;Y35-39;True;female;S;True;False;1713516;5234
3309411;892455;Y55-59;False;male;NAP;True;True;3309411;5434
2098524;892455;Y40-44;True;male;Q;True;False;2098524;40175
2161607;892455;Y40-44;False;male;O;True;False;2161607;32607
2423779;933918;Y45-49;True;male;C;True;True;2423779;5434
2523395;933918;Y45-49;True;male;F;True;False;2523395;22980
2234507;933918;Y45-49;True;male;N;False;True;2234507;34782
2235364;933918;Y45-49;True;male;R;True;False;2235364;41410
2351977;933918;Y45-49;False;male;M;True;False;2351977;19235
2514195;933918;Y45-49;False;male;Q;False;False;2514195;43883
2544689;1006227;Y45-49;False;male;NAP;True;True;2544689;5434
2485427;1006227;Y45-49;False;male;G;True;False;2485427;37980
2391357;1006227;Y45-49;False;male;NAP;False;True;2391357;34783
2658975;1082691;Y50-54;False;male;M;True;True;2658975;5434
2659581;1082691;Y50-54;False;male;O;True;False;2659581;24647
2954240;1082691;Y50-54;True;male;N;True;False;2954240;39728
2859432;1095378;Y50-54;False;male;C;True;True;2859432;5434
2680002;1095378;Y50-54;True;male;J;True;False;2680002;39172
2929394;1119931;Y50-54;False;male;NAP;True;True;2929394;5434
2736816;1119931;Y50-54;False;male;F;True;False;2736816;22950
3148732;1243040;Y55-59;False;male;L;True;True;3148732;5434
3148039;1243040;Y55-59;False;male;H;True;False;3148039;43025
3150848;1243040;Y55-59;False;male;NAP;True;False;3150848;39172
3112507;1243040;Y55-59;False;male;Q;True;False;3112507;25531
3182435;1243040;Y55-59;False;male;NAP;True;False;3182435;37980
3110961;1243040;Y55-59;True;male;M;True;False;3110961;27242
3194526;1270412;Y55-59;True;male;P;True;True;3194526;5434
3192426;1270412;Y55-59;True;male;G;True;False;3192426;22935
3647731;1270412;Y70-74;False;male;NAP;True;False;3647731;38149
3192247;1270412;Y55-59;True;male;G;True;True;3192247;46716
3245409;723871;Y55-59;False;male;A;False;False;3245409;19969
1671719;723871;Y35-39;False;female;T;True;True;1671719;36915
2209199;916802;Y45-49;True;male;G;False;False;2209199;19969
2258722;916802;Y45-49;False;male;I;True;False;2258722;15338
2376382;949019;Y45-49;False;male;P;False;False;2376382;19969
2256272;949019;Y45-49;True;male;UNK;True;True;2256272;39911
3734267;949019;Y90-94;False;female;NAP;True;False;3734267;37588
2594612;965909;Y45-49;True;male;G;False;False;2594612;19969
2432676;965909;Y45-49;False;male;NAP;True;False;2432676;45456
2622609;965909;Y45-49;True;male;C;True;False;2622609;47804
2293640;965909;Y45-49;False;male;O;True;False;2293640;19569
2558131;965909;Y45-49;False;male;NAP;True;False;2558131;15307
3035865;1103773;Y50-54;False;male;NAP;False;False;3035865;19969
2999905;1103773;Y50-54;False;male;M;True;False;2999905;34264
3049780;1103773;Y50-54;True;male;A;True;False;3049780;37507
2700687;1103773;Y50-54;False;male;C;True;False;2700687;39223
3015003;1104830;Y50-54;False;male;M;False;False;3015003;19969
2702593;1104830;Y50-54;False;male;M;True;False;2702593;27875
2802850;1122902;Y50-54;True;male;G;False;False;2802850;19969
2802928;1122902;Y50-54;True;male;H;True;False;2802928;16513
2741656;1122902;Y50-54;False;male;S;True;False;2741656;22235
3020170;1203040;Y50-54;True;male;B;False;False;3020170;19969
3056707;1210435;Y55-59;True;male;N;False;False;3056707;19969
3251959;1210435;Y55-59;False;male;O;True;False;3251959;27821
3054483;1210435;Y55-59;True;male;G;True;False;3054483;40111
3309023;1210435;Y55-59;True;male;P;True;False;3309023;17578
3070932;1210435;Y55-59;True;male;O;True;False;3070932;10389
3108384;1238253;Y55-59;False;male;NAP;False;False;3108384;19969
3137185;1238253;Y55-59;False;male;R;True;False;3137185;38565
3101949;1238253;Y55-59;False;male;H;True;False;3101949;15266
13137;10590;Y15-19;False;male;N;False;True;13137;40149
66147;10590;Y15-19;False;male;F;False;True;66147;44003
3575674;10590;Y65-69;False;male;NAP;True;False;3575674;4368
192179;120215;Y20-24;True;male;N;False;True;192179;40149
190128;120215;Y20-24;False;male;NAP;False;True;190128;21168
237467;142442;Y20-24;False;male;F;False;True;237467;40149
238264;142442;Y20-24;False;male;M;False;True;238264;5682
317421;142442;Y20-24;False;male;NAP;False;False;317421;19369
388412;196692;Y25-29;True;male;O;False;True;388412;40149
2337326;196692;Y45-49;False;male;F;True;False;2337326;37322
2294425;196692;Y45-49;True;male;R;True;False;2294425;20341
472301;254920;Y25-29;True;male;R;False;True;472301;40149
573272;311041;Y25-29;False;male;NAP;False;True;573272;40149
677214;311041;Y25-29;True;male;P;True;False;677214;28080
748078;368617;Y25-29;True;male;G;False;True;748078;40149
2605061;381764;Y45-49;False;male;G;True;False;2605061;22935
794834;381764;Y25-29;True;female;S;False;True;794834;19928
2621253;381764;Y45-49;True;male;M;False;False;2621253;21045
2686150;762008;Y50-54;False;male;NAP;True;False;2686150;22935
1761631;762008;Y40-44;True;female;F;True;False;1761631;16847
2823898;762008;Y50-54;False;male;NAP;True;False;2823898;36378
2689832;790138;Y50-54;False;male;N;True;False;2689832;22935
1801874;790138;Y40-44;False;female;NAP;True;False;1801874;27634
2712182;790138;Y50-54;True;male;T;True;False;2712182;48281
2688977;790138;Y50-54;False;male;I;True;False;2688977;25901
3309498;861834;Y55-59;False;male;NAP;True;False;3309498;22935
1987097;861834;Y40-44;False;male;NAP;True;False;1987097;10855
2176327;861834;Y40-44;False;male;NAP;True;True;2176327;48289
3327955;904671;Y55-59;False;male;NAP;True;False;3327955;22935
3318977;904671;Y55-59;False;male;NAP;True;False;3318977;39683
3324138;904671;Y55-59;True;male;O;True;False;3324138;33460
2162632;904671;Y40-44;False;male;NAP;True;False;2162632;32307
2430691;942841;Y45-49;True;male;I;True;False;2430691;22935
2247076;942841;Y45-49;True;male;O;True;False;2247076;43131
2431327;1023073;Y45-49;False;male;O;True;False;2431327;22935
3261815;1023073;Y55-59;True;female;A;True;False;3261815;45991
3262437;1023073;Y55-59;True;female;L;True;False;3262437;40683
2595904;1064853;Y45-49;True;male;L;True;False;2595904;22935
2663732;1085437;Y50-54;True;male;G;True;False;2663732;22935
3016441;1094145;Y50-54;True;male;Q;True;False;3016441;22935
2678477;1094145;Y50-54;True;male;F;True;False;2678477;22995
3136987;1213520;Y55-59;False;male;Q;True;False;3136987;22935
3069685;1213520;Y55-59;False;male;I;True;False;3069685;47504
3058292;1213520;Y55-59;True;male;UNK;True;False;3058292;26760
3070582;1213520;Y55-59;True;male;N;True;False;3070582;31425
3197535;1238517;Y55-59;False;male;NAP;True;False;3197535;22935
3102536;1238517;Y55-59;False;male;P;True;False;3102536;36373
3249730;1238517;Y55-59;False;male;I;True;False;3249730;7348
3145659;1238517;Y55-59;False;male;NAP;True;False;3145659;44171
3134495;1252966;Y55-59;True;male;G;True;False;3134495;22935
3295516;1303970;Y55-59;False;male;C;True;False;3295516;22935
3360499;1303970;Y55-59;False;male;NAP;True;False;3360499;9132
3332149;1311196;Y55-59;True;male;A;True;False;3332149;22935
2912478;83106;Y50-54;True;male;N;True;False;2912478;37048
180622;83106;Y20-24;False;female;A;True;False;180622;48804
130317;83106;Y20-24;True;female;N;False;False;130317;7326
2984706;83106;Y50-54;False;male;N;True;False;2984706;39683
2582797;245381;Y45-49;True;male;M;True;False;2582797;37048
519431;245381;Y25-29;False;male;N;True;False;519431;44476
456009;245381;Y25-29;True;male;Q;True;True;456009;37375
2709640;763799;Y50-54;False;male;NAP;True;False;2709640;37048
1763511;763799;Y40-44;False;female;K;True;False;1763511;20507
2698928;763799;Y50-54;False;male;P;True;False;2698928;19857
2696396;763799;Y50-54;False;male;G;True;False;2696396;9620
3312126;903556;Y55-59;True;male;S;True;False;3312126;37048
2159648;903556;Y40-44;True;male;F;True;False;2159648;27174
3323029;903556;Y55-59;False;male;F;False;False;3323029;37830
2211667;916414;Y45-49;True;male;O;True;False;2211667;37048
2208661;916414;Y45-49;True;male;F;True;False;2208661;16692
2375664;916414;Y45-49;False;male;N;True;False;2375664;48685
3693519;916414;Y80-84;False;female;NAP;True;True;3693519;46371
2208953;916629;Y45-49;False;male;F;True;False;2208953;37048
2371956;916629;Y45-49;False;male;C;True;False;2371956;26886
2424822;926658;Y45-49;False;male;G;True;False;2424822;37048
2352045;926658;Y45-49;True;male;N;True;False;2352045;48343
2629652;926658;Y45-49;False;male;NAP;True;False;2629652;47486
2223659;926658;Y45-49;True;male;C;True;False;2223659;34035
2234710;934030;Y45-49;False;male;N;True;False;2234710;37048
2424345;934030;Y45-49;False;male;F;True;False;2424345;22980
2425737;934030;Y45-49;False;male;J;True;False;2425737;39871
2484938;942121;Y45-49;True;male;C;True;False;2484938;37048
2246253;942121;Y45-49;True;male;K;True;False;2246253;34264
2700439;1103620;Y50-54;True;male;C;True;False;2700439;37048
2739797;1121330;Y50-54;False;male;C;True;False;2739797;37048
2918322;1121330;Y50-54;False;male;NAP;True;False;2918322;38537
3547401;1121330;Y60-64;False;male;NAP;True;True;3547401;16593
2760765;1131784;Y50-54;True;male;H;True;False;2760765;37048
3016353;1131784;Y50-54;True;male;Q;True;False;3016353;47822
3016998;1131784;Y50-54;True;male;S;True;False;3016998;21048
2993616;1131784;Y50-54;False;male;I;True;False;2993616;34547
2761407;1131784;Y50-54;True;male;L;True;False;2761407;26886
3013718;1131784;Y50-54;False;male;H;True;False;3013718;5947
2918373;1178826;Y50-54;False;male;NAP;True;False;2918373;37048
2974079;1178826;Y50-54;True;male;J;True;False;2974079;11089
2971912;1178826;Y50-54;False;male;NAP;True;False;2971912;48122
2958192;1178826;Y50-54;True;male;G;True;False;2958192;44433
2961092;1187970;Y50-54;False;male;N;True;False;2961092;37048
3516905;1187970;Y60-64;True;male;M;True;False;3516905;39493
3145133;1218095;Y55-59;False;male;NAP;True;False;3145133;37048
3068567;1218095;Y55-59;False;male;F;True;False;3068567;47822
3133531;1218095;Y55-59;False;male;C;True;False;3133531;5047
3145896;1218095;Y55-59;False;male;NAP;True;False;3145896;21048
3147021;1257198;Y55-59;False;male;C;True;False;3147021;37048
3274191;1257198;Y55-59;True;male;L;True;False;3274191;37467
3194437;1257198;Y55-59;True;male;P;True;False;3194437;41507
3157537;1257198;Y55-59;False;male;NAP;True;False;3157537;48731
3150623;1257198;Y55-59;False;male;UNK;True;False;3150623;22205
3623170;1257198;Y70-74;False;male;NAP;True;False;3623170;17292
3362857;1316075;Y55-59;False;male;Q;True;False;3362857;37048
3362198;1316075;Y55-59;True;male;N;True;False;3362198;47822
10813;8490;Y15-19;False;male;F;False;True;10813;7113
3693304;8619;Y80-84;False;female;NAP;True;False;3693304;34752
2376524;8619;Y45-49;True;male;Q;True;False;2376524;4835
10946;8619;Y15-19;True;male;G;True;False;10946;46240
48434;8619;Y15-19;False;male;NAP;True;True;48434;22376
3701701;782810;Y80-84;False;female;NAP;True;False;3701701;34752
1788647;782810;Y40-44;True;female;N;True;False;1788647;37654
3712605;1410335;Y80-84;False;female;NAP;True;False;3712605;34752
2575668;280519;Y45-49;False;male;NAP;True;False;2575668;4835
518977;280519;Y25-29;True;male;N;True;False;518977;20475
2290933;280519;Y45-49;False;male;F;True;False;2290933;31822
2486041;1038347;Y45-49;True;male;O;True;False;2486041;4835
40025;28652;Y15-19;False;male;NAP;True;True;40025;22376
309616;122501;Y20-24;True;male;I;True;True;309616;22376
193996;122501;Y20-24;True;male;R;True;False;193996;40076
373754;122501;Y20-24;False;male;NAP;True;False;373754;47746
216203;122501;Y20-24;True;male;N;False;False;216203;29312
244444;142513;Y20-24;False;male;NAP;True;True;244444;22376
267095;142513;Y20-24;True;male;N;True;False;267095;34021
237550;142513;Y20-24;True;male;G;True;True;237550;17469
253132;148248;Y20-24;True;male;I;True;True;253132;22376
359800;148248;Y20-24;False;male;NAP;True;False;359800;38891
363446;148248;Y20-24;False;male;I;True;False;363446;42017
386972;195425;Y25-29;False;male;M;True;True;386972;22376
2336373;195425;Y45-49;False;male;A;True;False;2336373;34044
711245;195425;Y25-29;False;male;O;True;True;711245;16744
2353674;195425;Y45-49;False;male;E;True;False;2353674;20969
2580294;195425;Y45-49;True;male;F;True;False;2580294;45311
402081;207873;Y25-29;True;male;R;True;True;402081;22376
443043;207873;Y25-29;True;male;H;False;True;443043;44991
741046;217223;Y25-29;False;male;NAP;True;True;741046;22376
788177;217223;Y25-29;True;male;J;True;True;788177;16744
413093;217223;Y25-29;False;male;I;True;False;413093;20110
502394;272652;Y25-29;True;male;I;True;True;502394;22376
504502;272652;Y25-29;True;male;N;True;True;504502;16744
11290;8949;Y15-19;True;male;K;True;False;11290;27817
2209982;8949;Y45-49;True;male;I;True;True;2209982;22365
2252872;8949;Y45-49;False;male;G;True;False;2252872;39520
2339623;304025;Y45-49;True;male;N;True;True;2339623;22365
747893;304025;Y25-29;True;male;F;True;True;747893;24599
2575501;304025;Y45-49;False;male;NAP;True;False;2575501;18242
557100;304025;Y25-29;False;male;NAP;True;False;557100;16684
3336895;861823;Y55-59;True;male;J;True;True;3336895;22365
2160703;861823;Y40-44;True;male;K;True;False;2160703;39767
1987083;861823;Y40-44;False;male;NAP;True;False;1987083;38306
3345454;861823;Y55-59;True;male;A;True;False;3345454;34058
3010312;1200554;Y50-54;True;male;L;True;True;3010312;22365
3422836;1200554;Y60-64;True;male;G;True;False;3422836;11099
2374507;916292;Y45-49;False;male;K;True;False;2374507;39520
2373234;916292;Y45-49;True;male;H;True;True;2373234;48926
2253382;916292;Y45-49;True;male;I;True;False;2253382;41827
2300023;916292;Y45-49;False;male;NAP;True;False;2300023;39609
2375091;916292;Y45-49;False;male;M;True;False;2375091;9692
2208492;916292;Y45-49;True;male;D;True;False;2208492;4125
2256667;916292;Y45-49;False;male;C;True;False;2256667;19292
2366108;916292;Y45-49;True;male;C;True;False;2366108;31431
2680969;1095792;Y50-54;True;male;N;True;False;2680969;39520
2680560;1095792;Y50-54;True;male;M;True;False;2680560;43131
3023607;1203765;Y50-54;True;male;N;True;False;3023607;39520
3033602;1203765;Y50-54;True;male;N;True;False;3033602;6960
3042809;1203765;Y50-54;False;male;H;True;False;3042809;39609
3095975;1234513;Y55-59;True;male;K;True;False;3095975;39520
3272664;1234513;Y55-59;True;male;A;True;False;3272664;46635
11643;9284;Y15-19;False;male;O;True;True;11643;24599
67134;10859;Y15-19;False;male;N;True;True;67134;24599
13527;10859;Y15-19;False;male;NAP;False;False;13527;16098
39931;10859;Y15-19;False;male;NAP;False;True;39931;5863
19445;15381;Y15-19;False;male;NAP;True;True;19445;24599
96372;54599;Y20-24;False;male;P;True;True;96372;24599
1330706;54599;Y35-39;True;male;N;True;False;1330706;21152
127375;80364;Y20-24;False;male;NAP;True;True;127375;24599
127035;80364;Y20-24;True;male;N;True;False;127035;28328
1462721;80364;Y35-39;True;male;S;True;False;1462721;44761
346994;98963;Y20-24;False;male;C;True;True;346994;24599
331726;98963;Y20-24;True;male;G;False;True;331726;27829
155684;98963;Y20-24;True;male;R;True;False;155684;18280
153853;98963;Y20-24;True;male;F;True;True;153853;37506
237110;142124;Y20-24;True;male;C;True;True;237110;24599
237667;142124;Y20-24;False;male;G;True;False;237667;19971
244442;142124;Y20-24;False;male;NAP;True;False;244442;37806
362031;142124;Y20-24;False;male;I;True;False;362031;17005
242471;144523;Y20-24;False;male;H;True;True;242471;24599
298539;144523;Y20-24;True;male;H;True;False;298539;6959
687896;352379;Y25-29;False;male;NAP;True;True;687896;24599
780451;352379;Y25-29;False;male;NAP;True;False;780451;37551
66691;10720;Y15-19;False;male;I;False;True;66691;27829
27026;10720;Y15-19;False;male;N;True;False;27026;15665
13313;10720;Y15-19;False;male;NAP;False;False;13313;48017
76657;14052;Y15-19;True;male;I;False;True;76657;27829
64781;14052;Y15-19;True;male;M;False;True;64781;21168
17767;14052;Y15-19;False;male;NAP;True;False;17767;4019
26146;19621;Y15-19;False;male;NAP;False;True;26146;27829
26067;19621;Y15-19;False;male;NAP;False;False;26067;16098
50819;19621;Y15-19;False;male;NAP;False;False;50819;5058
49010;33276;Y15-19;False;male;NAP;False;True;49010;27829
2256933;33276;Y45-49;True;male;C;True;False;2256933;17765
2373798;33276;Y45-49;True;male;I;True;False;2373798;22480
77855;43941;Y15-19;False;male;NAP;False;True;77855;27829
2342278;43941;Y45-49;False;male;NAP;True;False;2342278;39871
2256305;43941;Y45-49;True;male;UNK;True;True;2256305;40272
464912;204361;Y25-29;False;male;K;False;True;464912;27829
397324;204361;Y25-29;False;male;I;False;True;397324;44003
447008;204361;Y25-29;True;male;O;True;True;447008;48834
444387;204361;Y25-29;True;male;K;True;False;444387;16458
455933;245335;Y25-29;True;male;Q;False;True;455933;27829
2353156;245335;Y45-49;False;male;A;True;False;2353156;30298
2432635;245335;Y45-49;False;male;NAP;True;False;2432635;22587
458212;246695;Y25-29;True;male;O;False;True;458212;27829
502316;272637;Y25-29;True;male;I;False;True;502316;27829
506995;273848;Y25-29;False;male;NAP;False;True;506995;27829
677615;273848;Y25-29;False;male;S;True;False;677615;34021
573782;311354;Y25-29;True;male;C;False;True;573782;27829
12225;9823;Y15-19;False;male;NAP;False;False;12225;36644
3613134;9823;Y65-69;True;male;O;True;False;3613134;22186
325970;176308;Y20-24;False;male;J;False;False;325970;36644
548288;297526;Y25-29;False;male;N;False;False;548288;36644
758669;297526;Y25-29;False;male;G;True;False;758669;46202
3682463;297526;Y75-79;False;female;NAP;False;False;3682463;43140
600346;297526;Y25-29;False;male;I;True;False;600346;43309
780153;297526;Y25-29;False;male;NAP;False;False;780153;17664
561830;306362;Y25-29;False;male;F;False;False;561830;36644
619052;306362;Y25-29;False;male;J;True;False;619052;6364
618079;306362;Y25-29;False;male;F;True;False;618079;47905
622877;311404;Y25-29;False;male;NAP;False;False;622877;36644
573867;311404;Y25-29;True;male;C;False;False;573867;25965
675792;311404;Y25-29;False;male;I;True;False;675792;37806
62083;10152;Y15-19;True;male;O;True;False;62083;46491
12729;10152;Y15-19;False;male;NAP;True;False;12729;6959
12698;10152;Y15-19;False;male;NAP;True;False;12698;6700
12587;10152;Y15-19;False;male;NAP;True;False;12587;30760
81191;21147;Y15-19;True;male;Q;True;False;81191;46491
28684;21147;Y15-19;False;male;NAP;True;True;28684;47815
39463;21147;Y15-19;False;male;NAP;False;False;39463;37000
157226;53299;Y20-24;False;male;I;True;False;157226;46491
125140;53299;Y20-24;True;male;C;True;False;125140;20484
94926;53299;Y20-24;False;male;N;False;True;94926;48189
1480501;53299;Y35-39;False;male;NAP;True;False;1480501;15423
257056;101521;Y20-24;True;male;O;True;False;257056;46491
157302;101521;Y20-24;True;male;I;False;True;157302;7280
238240;143035;Y20-24;True;male;M;True;False;238240;46491
557406;244320;Y25-29;False;male;NAP;True;False;557406;46491
517778;244320;Y25-29;False;male;G;False;True;517778;21168
2622909;244320;Y45-49;True;male;I;True;False;2622909;40148
454462;244320;Y25-29;False;male;NAP;False;False;454462;25965
77683;17835;Y15-19;False;male;NAP;True;False;77683;6959
23461;17835;Y15-19;True;male;G;False;True;23461;17361
40561;29084;Y15-19;False;male;NAP;True;False;40561;6959
2296149;29084;Y45-49;True;male;F;True;False;2296149;29940
61609;36850;Y15-19;False;male;F;True;False;61609;6959
54750;36850;Y15-19;True;male;C;False;True;54750;15972
60563;36850;Y15-19;False;male;NAP;False;True;60563;44003
3612960;36850;Y65-69;True;male;D;True;True;3612960;16593
3611934;36850;Y65-69;False;male;NAP;True;True;3611934;4669
3600292;36850;Y65-69;False;male;NAP;True;False;3600292;47734
77576;43714;Y15-19;False;male;NAP;True;False;77576;6959
2375089;43714;Y45-49;False;male;M;True;False;2375089;11089
2342626;43714;Y45-49;False;male;NAP;True;False;2342626;33850
2297706;43714;Y45-49;False;male;J;True;False;2297706;27475
94161;52581;Y20-24;True;male;I;True;False;94161;6959
1325429;52581;Y35-39;False;male;A;True;False;1325429;25228
293264;165484;Y20-24;True;male;M;True;False;293264;6959
1383764;165484;Y35-39;True;male;Q;True;False;1383764;21185
546769;296237;Y25-29;True;male;F;True;False;546769;6959
547550;296237;Y25-29;False;male;J;False;True;547550;5863
3682514;296237;Y75-79;False;female;NAP;False;False;3682514;34806
638416;296237;Y25-29;True;male;S;True;False;638416;29445
586174;316743;Y25-29;True;male;N;True;False;586174;6959
586437;316743;Y25-29;True;male;O;False;False;586437;17664
691061;323670;Y25-29;True;male;O;True;False;691061;6959
599922;323670;Y25-29;False;male;G;False;True;599922;5863
747892;368540;Y25-29;True;male;F;True;False;747892;6959
2623018;368540;Y45-49;True;male;N;True;False;2623018;22587
782120;378941;Y25-29;False;male;H;True;False;782120;6959
77594;43731;Y15-19;False;male;NAP;True;False;77594;6700
2208927;43731;Y45-49;False;male;F;True;True;2208927;48689
2255206;43731;Y45-49;True;male;P;True;False;2255206;22819
2299374;43731;Y45-49;False;male;N;True;False;2299374;30269
2300459;43731;Y45-49;False;male;NAP;True;False;2300459;28611
2366683;43731;Y45-49;True;male;I;True;False;2366683;20149
153815;98930;Y20-24;True;male;F;True;False;153815;6700
191354;120874;Y20-24;True;male;G;True;False;191354;6700
309534;171021;Y20-24;False;male;H;True;False;309534;6700
366978;171021;Y20-24;True;male;K;False;False;366978;4725
309909;171021;Y20-24;True;male;N;True;False;309909;42017
311682;171021;Y20-24;True;male;M;True;False;311682;19662
506071;204408;Y25-29;True;male;S;True;False;506071;6700
397379;204408;Y25-29;False;male;I;True;True;397379;47815
446500;204408;Y25-29;False;male;NAP;True;True;446500;48780
446940;204408;Y25-29;False;male;O;False;False;446940;39004
571627;204408;Y25-29;True;male;M;True;False;571627;47811
472862;206788;Y25-29;False;male;UNK;True;False;472862;6700
486333;206788;Y25-29;False;male;NAP;False;False;486333;25965
400451;206788;Y25-29;False;male;NAP;False;False;400451;20895
412167;216421;Y25-29;True;male;D;True;False;412167;6700
787845;216421;Y25-29;False;male;NAP;False;True;787845;6736
12644;10200;Y15-19;False;male;NAP;True;False;12644;15665
60780;10200;Y15-19;False;male;NAP;True;False;60780;34021
457923;246543;Y25-29;True;male;N;True;False;457923;34021
458019;246543;Y25-29;True;male;N;True;False;458019;4019
504583;273026;Y25-29;False;male;O;True;False;504583;34021
596133;321439;Y25-29;True;male;N;True;False;596133;34021
638083;338061;Y25-29;True;male;Q;True;False;638083;34021
635486;338061;Y25-29;True;male;C;True;False;635486;16684
782701;338061;Y25-29;True;male;N;True;False;782701;16684
696056;354787;Y25-29;False;male;I;True;False;696056;34021
697604;354787;Y25-29;False;male;N;True;False;697604;20110
2583581;354787;Y45-49;False;male;N;True;False;2583581;38565
12781;10318;Y15-19;False;male;NAP;False;True;12781;48958
62220;10318;Y15-19;False;male;R;True;False;62220;26852
389088;197260;Y25-29;True;male;R;False;True;389088;48958
454129;197260;Y25-29;True;male;N;False;True;454129;21908
26604;19848;Y15-19;True;male;F;True;False;26604;26852
13013;10492;Y15-19;True;male;F;False;False;13013;47699
22963;10492;Y15-19;False;male;NAP;True;False;22963;25882
23283;10492;Y15-19;False;male;NAP;True;False;23283;33752
26614;10492;Y15-19;True;male;F;True;False;26614;19971
